Gene Name,Combinations,Diseases,ICD-10 ID,Partner Genes
ANOS1,OLI1404,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; CCDC141; DCC; GNRH1
DCC,OLI1404,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; CCDC141; DCC; GNRH1
CCDC141,OLI1404,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; CCDC141; DCC; GNRH1
GNRH1,OLI1404,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; CCDC141; DCC; GNRH1
TYRO3,OLI1405,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; TYRO3
CHD7,OLI1405,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; TYRO3
PCSK1,OLI1406,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,DMXL2; PCSK1; SEMA3A
DMXL2,OLI1406,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,DMXL2; PCSK1; SEMA3A
SEMA3A,OLI1406,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,DMXL2; PCSK1; SEMA3A
SMCHD1,OLI1407,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; SMCHD1
ANOS1,OLI1407,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; SMCHD1
IGSF10,OLI1408,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; IGSF10; SEMA7A
SEMA7A,OLI1408,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; IGSF10; SEMA7A
FGFR1,OLI1408,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; IGSF10; SEMA7A
ANOS1,OLI1409,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; GLI3
GLI3,OLI1409,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; GLI3
BBS9,OLI141,Bardet-Biedl syndrome,Q87.8,BBS1; BBS9
BBS1,OLI141,Bardet-Biedl syndrome,Q87.8,BBS1; BBS9
FGFR1,OLI1410,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,AMH; FGFR1
AMH,OLI1410,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,AMH; FGFR1
PLXNA1,OLI1411,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; PLXNA1; PNPLA6
PNPLA6,OLI1411,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; PLXNA1; PNPLA6
ANOS1,OLI1411,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; PLXNA1; PNPLA6
HS6ST1,OLI1412,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,HS6ST1; SMCHD1
SMCHD1,OLI1412,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,HS6ST1; SMCHD1
CHD7,OLI1413,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; FGFR1; PNPLA6
FGFR1,OLI1413,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; FGFR1; PNPLA6
PNPLA6,OLI1413,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; FGFR1; PNPLA6
OTUD4,OLI1414,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,OTUD4; PROK2
PROK2,OLI1414,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,OTUD4; PROK2
ANOS1,OLI1415,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1
RNF216,OLI1416,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,IL17RD; RNF216
IL17RD,OLI1416,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,IL17RD; RNF216
SMCHD1,OLI1417,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,PNPLA6; SMCHD1
PNPLA6,OLI1417,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,PNPLA6; SMCHD1
NR0B1,OLI1418,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,KLB; NDNF; NR0B1
KLB,OLI1418,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,KLB; NDNF; NR0B1
NDNF,OLI1418,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,KLB; NDNF; NR0B1
FGFR1,OLI1419,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; KLB
KLB,OLI1419,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; KLB
BBS10,OLI142,Bardet-Biedl syndrome,Q87.8,BBS10; BBS12
BBS12,OLI142,Bardet-Biedl syndrome,Q87.8,BBS10; BBS12
ANOS1,OLI1420,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; CHD7
CHD7,OLI1420,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; CHD7
PNPLA6,OLI1421,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; PNPLA6
ANOS1,OLI1421,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; PNPLA6
ANOS1,OLI1422,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; DCC
DCC,OLI1422,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; DCC
PLXNA1,OLI1423,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; PLXNA1
FGFR1,OLI1423,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; PLXNA1
AXL,OLI1424,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,AMH; ANOS1; AXL; FGF8
FGF8,OLI1424,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,AMH; ANOS1; AXL; FGF8
ANOS1,OLI1424,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,AMH; ANOS1; AXL; FGF8
AMH,OLI1424,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,AMH; ANOS1; AXL; FGF8
RAB3GAP1,OLI1425,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; DMXL2; RAB3GAP1
ANOS1,OLI1425,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; DMXL2; RAB3GAP1
DMXL2,OLI1425,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,ANOS1; DMXL2; RAB3GAP1
CHD7,OLI1426,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; RAB3GAP2; SPRY4
SPRY4,OLI1426,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; RAB3GAP2; SPRY4
RAB3GAP2,OLI1426,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; RAB3GAP2; SPRY4
LEPR,OLI1427,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; LEPR; RAB3GAP2
RAB3GAP2,OLI1427,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; LEPR; RAB3GAP2
CHD7,OLI1427,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CHD7; LEPR; RAB3GAP2
FGFR1,OLI1428,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,AXL; FGFR1
AXL,OLI1428,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,AXL; FGFR1
OTUD4,OLI1429,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; OTUD4
FGFR1,OLI1429,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; OTUD4
MKKS,OLI143,Bardet-Biedl syndrome,Q87.8,BBS10; MKKS
BBS10,OLI143,Bardet-Biedl syndrome,Q87.8,BBS10; MKKS
FGFR1,OLI1430,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; SQSTM1
SQSTM1,OLI1430,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,FGFR1; SQSTM1
SEMA3A,OLI1431,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CCDC141; RAB3GAP1; SEMA3A
RAB3GAP1,OLI1431,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CCDC141; RAB3GAP1; SEMA3A
CCDC141,OLI1431,Hypogonadotropic hypogonadism with absent puberty phenotype,E23.0,CCDC141; RAB3GAP1; SEMA3A
ROCK1,OLI1432,Congenital heart block,Q24.6,MCTP2; ROCK1
MCTP2,OLI1432,Congenital heart block,Q24.6,MCTP2; ROCK1
BMP10,OLI1433,Congenital heart block,Q24.6,BMP10; SMYD1
SMYD1,OLI1433,Congenital heart block,Q24.6,BMP10; SMYD1
LPL,OLI1434,NON RARE IN EUROPE: Hyperlipoproteinemia type 4,E78.1,LMF1; LPL
LMF1,OLI1434,NON RARE IN EUROPE: Hyperlipoproteinemia type 4,E78.1,LMF1; LPL
MKKS,OLI1435,Bardet-Biedl syndrome,Q87.8,BBS1; MKKS
BBS1,OLI1435,Bardet-Biedl syndrome,Q87.8,BBS1; MKKS
MKKS,OLI1436,Bardet-Biedl syndrome,Q87.8,BBS1; MKKS
BBS1,OLI1436,Bardet-Biedl syndrome,Q87.8,BBS1; MKKS
MKKS,OLI1437,Bardet-Biedl syndrome,Q87.8,BBS1; MKKS
BBS1,OLI1437,Bardet-Biedl syndrome,Q87.8,BBS1; MKKS
BBS1,OLI1438,Bardet-Biedl syndrome,Q87.8,BBS1; BBS5
BBS5,OLI1438,Bardet-Biedl syndrome,Q87.8,BBS1; BBS5
IFT172,OLI1439,Bardet-Biedl syndrome,Q87.8,BBS1; IFT172
BBS1,OLI1439,Bardet-Biedl syndrome,Q87.8,BBS1; IFT172
BBS2,OLI144,Bardet-Biedl syndrome,Q87.8,BBS10; BBS2
BBS10,OLI144,Bardet-Biedl syndrome,Q87.8,BBS10; BBS2
IFT172,OLI1440,Bardet-Biedl syndrome,Q87.8,BBS1; IFT172
BBS1,OLI1440,Bardet-Biedl syndrome,Q87.8,BBS1; IFT172
BBS7,OLI1441,Bardet-Biedl syndrome,Q87.8,BBS1; BBS7
BBS1,OLI1441,Bardet-Biedl syndrome,Q87.8,BBS1; BBS7
BBS1,OLI1442,Bardet-Biedl syndrome,Q87.8,ALMS1; BBS1
ALMS1,OLI1442,Bardet-Biedl syndrome,Q87.8,ALMS1; BBS1
MKS1,OLI1443,Bardet-Biedl syndrome,Q87.8,BBS1; MKS1
BBS1,OLI1443,Bardet-Biedl syndrome,Q87.8,BBS1; MKS1
BBS1,OLI1444,Bardet-Biedl syndrome,Q87.8,BBS1; PDE6B
PDE6B,OLI1444,Bardet-Biedl syndrome,Q87.8,BBS1; PDE6B
BBS1,OLI1445,Bardet-Biedl syndrome,Q87.8,BBS1; NPHP4
NPHP4,OLI1445,Bardet-Biedl syndrome,Q87.8,BBS1; NPHP4
CORO2B,OLI1446,Bardet-Biedl syndrome,Q87.8,BBS2; CORO2B
BBS2,OLI1446,Bardet-Biedl syndrome,Q87.8,BBS2; CORO2B
MKS1,OLI1447,Bardet-Biedl syndrome,Q87.8,BBS2; MKS1
BBS2,OLI1447,Bardet-Biedl syndrome,Q87.8,BBS2; MKS1
BBS5,OLI1448,Bardet-Biedl syndrome,Q87.8,BBS5; MKKS
MKKS,OLI1448,Bardet-Biedl syndrome,Q87.8,BBS5; MKKS
IFT172,OLI1449,Bardet-Biedl syndrome,Q87.8,IFT172; MKKS
MKKS,OLI1449,Bardet-Biedl syndrome,Q87.8,IFT172; MKKS
ARL6,OLI145,Bardet-Biedl syndrome,Q87.8,ARL6; TTC8
TTC8,OLI145,Bardet-Biedl syndrome,Q87.8,ARL6; TTC8
MKKS,OLI1450,Bardet-Biedl syndrome,Q87.8,MKKS; PDE6B
PDE6B,OLI1450,Bardet-Biedl syndrome,Q87.8,MKKS; PDE6B
BBS9,OLI1451,Bardet-Biedl syndrome,Q87.8,BBS7; BBS9
BBS7,OLI1451,Bardet-Biedl syndrome,Q87.8,BBS7; BBS9
BBS9,OLI1452,Bardet-Biedl syndrome,Q87.8,BBS9; CEP290
CEP290,OLI1452,Bardet-Biedl syndrome,Q87.8,BBS9; CEP290
PDE6B,OLI1453,Bardet-Biedl syndrome,Q87.8,BBS12; PDE6B
BBS12,OLI1453,Bardet-Biedl syndrome,Q87.8,BBS12; PDE6B
BBS12,OLI1454,Bardet-Biedl syndrome,Q87.8,BBS12; TRIM32
TRIM32,OLI1454,Bardet-Biedl syndrome,Q87.8,BBS12; TRIM32
BBS12,OLI1455,Bardet-Biedl syndrome,Q87.8,BBS12; SDCCAG8
SDCCAG8,OLI1455,Bardet-Biedl syndrome,Q87.8,BBS12; SDCCAG8
WDPCP,OLI1456,Bardet-Biedl syndrome,Q87.8,CFAP418; WDPCP
CFAP418,OLI1456,Bardet-Biedl syndrome,Q87.8,CFAP418; WDPCP
PMS2,OLI1457,Colorectal cancer,N.A.,PMS2; POLD1
POLD1,OLI1457,Colorectal cancer,N.A.,PMS2; POLD1
C9orf72,OLI1458,Amyotrophic lateral sclerosis,G12.2,C9orf72; TARDBP
TARDBP,OLI1458,Amyotrophic lateral sclerosis,G12.2,C9orf72; TARDBP
TARDBP,OLI1459,Amyotrophic lateral sclerosis,G12.2,SPG11; TARDBP
SPG11,OLI1459,Amyotrophic lateral sclerosis,G12.2,SPG11; TARDBP
BBS7,OLI146,Bardet-Biedl syndrome,Q87.8,BBS7; TTC8
TTC8,OLI146,Bardet-Biedl syndrome,Q87.8,BBS7; TTC8
CACNA1H,OLI1460,Rare pervasive developmental disorder,F84.8,CACNA1H; RELN
RELN,OLI1460,Rare pervasive developmental disorder,F84.8,CACNA1H; RELN
CACNA2D4,OLI1461,Rare pervasive developmental disorder,F84.8,CACNA2D4; VLDLR
VLDLR,OLI1461,Rare pervasive developmental disorder,F84.8,CACNA2D4; VLDLR
RYR3,OLI1462,Rare pervasive developmental disorder,F84.8,RELN; RYR3
RELN,OLI1462,Rare pervasive developmental disorder,F84.8,RELN; RYR3
RELN,OLI1463,Rare pervasive developmental disorder,F84.8,RELN; RYR2
RYR2,OLI1463,Rare pervasive developmental disorder,F84.8,RELN; RYR2
RELN,OLI1464,Rare pervasive developmental disorder,F84.8,ELP4; RELN; RYR1
RYR1,OLI1464,Rare pervasive developmental disorder,F84.8,ELP4; RELN; RYR1
ELP4,OLI1464,Rare pervasive developmental disorder,F84.8,ELP4; RELN; RYR1
RELN,OLI1465,Rare pervasive developmental disorder,F84.8,ORAI1; RELN
ORAI1,OLI1465,Rare pervasive developmental disorder,F84.8,ORAI1; RELN
VLDLR,OLI1466,Rare pervasive developmental disorder,F84.8,CACNA1B; VLDLR
CACNA1B,OLI1466,Rare pervasive developmental disorder,F84.8,CACNA1B; VLDLR
RELN,OLI1467,Rare pervasive developmental disorder,F84.8,GRIN2C; KDM6B; RELN
GRIN2C,OLI1467,Rare pervasive developmental disorder,F84.8,GRIN2C; KDM6B; RELN
KDM6B,OLI1467,Rare pervasive developmental disorder,F84.8,GRIN2C; KDM6B; RELN
CACNA1H,OLI1468,Rare pervasive developmental disorder,F84.8,CACNA1H; CACNA2D4; RELN
CACNA2D4,OLI1468,Rare pervasive developmental disorder,F84.8,CACNA1H; CACNA2D4; RELN
RELN,OLI1468,Rare pervasive developmental disorder,F84.8,CACNA1H; CACNA2D4; RELN
RELN,OLI1469,Rare pervasive developmental disorder,F84.8,CACNA1A; CACNB2; RELN
CACNB2,OLI1469,Rare pervasive developmental disorder,F84.8,CACNA1A; CACNB2; RELN
CACNA1A,OLI1469,Rare pervasive developmental disorder,F84.8,CACNA1A; CACNB2; RELN
BBS1,OLI147,Bardet-Biedl syndrome,Q87.8,BBS1; BBS12
BBS12,OLI147,Bardet-Biedl syndrome,Q87.8,BBS1; BBS12
MAPT,OLI1470,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; PSEN1; SORL1
PSEN1,OLI1470,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; PSEN1; SORL1
SORL1,OLI1470,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; PSEN1; SORL1
APOE,OLI1470,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; PSEN1; SORL1
CHAT,OLI1470,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; PSEN1; SORL1
CHAT,OLI1471,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; MTHFD1L; PSEN1
MTHFD1L,OLI1471,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; MTHFD1L; PSEN1
PSEN1,OLI1471,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; MTHFD1L; PSEN1
APOE,OLI1471,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; MTHFD1L; PSEN1
MAPT,OLI1471,NON RARE IN EUROPE: Alzheimer disease,G30.8,APOE; CHAT; MAPT; MTHFD1L; PSEN1
SPTBN1,OLI1472,Familial bicuspid aortic valve,Q23.1,CELSR1; SPTBN1
CELSR1,OLI1472,Familial bicuspid aortic valve,Q23.1,CELSR1; SPTBN1
CELSR1,OLI1473,Familial bicuspid aortic valve,Q23.1,CELSR1; PLXND1
PLXND1,OLI1473,Familial bicuspid aortic valve,Q23.1,CELSR1; PLXND1
CELSR1,OLI1474,Hypoplastic left heart syndrome,Q23.4,CELSR1; MYO15A
MYO15A,OLI1474,Hypoplastic left heart syndrome,Q23.4,CELSR1; MYO15A
CELSR1,OLI1475,Hypoplastic left heart syndrome,Q23.4,CELSR1; MYO15A
MYO15A,OLI1475,Hypoplastic left heart syndrome,Q23.4,CELSR1; MYO15A
CELSR1,OLI1476,Hypoplastic left heart syndrome,Q23.4,CELSR1; MYO15A
MYO15A,OLI1476,Hypoplastic left heart syndrome,Q23.4,CELSR1; MYO15A
MYO15A,OLI1477,Hypoplastic left heart syndrome,Q23.4,CELSR1; MYO15A
CELSR1,OLI1477,Hypoplastic left heart syndrome,Q23.4,CELSR1; MYO15A
CELSR3,OLI1478,Hypoplastic left heart syndrome,Q23.4,CELSR1; CELSR3
CELSR1,OLI1478,Hypoplastic left heart syndrome,Q23.4,CELSR1; CELSR3
SLCO1B3,OLI1479,Rotor syndrome,E80.6,SLCO1B1; SLCO1B3
SLCO1B1,OLI1479,Rotor syndrome,E80.6,SLCO1B1; SLCO1B3
PKD2,OLI148,Autosomal dominant polycystic kidney disease,Q61.2,COL4A1; PKD2
COL4A1,OLI148,Autosomal dominant polycystic kidney disease,Q61.2,COL4A1; PKD2
DMD,OLI1480, Duchenne muscular dystrophy,N.A.,ATP7B; DMD
DMD,OLI1480,Wilson disease,N.A.,ATP7B; DMD
ATP7B,OLI1480, Duchenne muscular dystrophy,N.A.,ATP7B; DMD
ATP7B,OLI1480,Wilson disease,N.A.,ATP7B; DMD
DUOX2,OLI1481,Congenital hypothyroidism,E00.9,DUOX2; TSHR
TSHR,OLI1481,Congenital hypothyroidism,E00.9,DUOX2; TSHR
DUOX2,OLI1482,Congenital hypothyroidism,E00.9,DUOX2; TSHR
TSHR,OLI1482,Congenital hypothyroidism,E00.9,DUOX2; TSHR
TSHR,OLI1483,Congenital hypothyroidism,E00.9,DUOX2; TSHR
DUOX2,OLI1483,Congenital hypothyroidism,E00.9,DUOX2; TSHR
DUOX2,OLI1484,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; FOXE1
FOXE1,OLI1484,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; FOXE1
DUOXA1,OLI1484,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; FOXE1
DUOX2,OLI1485,Congenital hypothyroidism,E00.9,DUOX2; TSHR
TSHR,OLI1485,Congenital hypothyroidism,E00.9,DUOX2; TSHR
SHH,OLI1486,Congenital hypothyroidism,E00.9,DUOX2; DUOXA2; GLIS3; SHH
GLIS3,OLI1486,Congenital hypothyroidism,E00.9,DUOX2; DUOXA2; GLIS3; SHH
DUOXA2,OLI1486,Congenital hypothyroidism,E00.9,DUOX2; DUOXA2; GLIS3; SHH
DUOX2,OLI1486,Congenital hypothyroidism,E00.9,DUOX2; DUOXA2; GLIS3; SHH
DUOX2,OLI1487,Congenital hypothyroidism,E00.9,DUOX2; SHH
SHH,OLI1487,Congenital hypothyroidism,E00.9,DUOX2; SHH
HOXB3,OLI1488,Congenital hypothyroidism,E00.9,HOXB3; SLC26A4
SLC26A4,OLI1488,Congenital hypothyroidism,E00.9,HOXB3; SLC26A4
HOXD3,OLI1489,Congenital hypothyroidism,E00.9,HOXB3; HOXD3
HOXB3,OLI1489,Congenital hypothyroidism,E00.9,HOXB3; HOXD3
FOXH1,OLI149,Transposition of the great arteries,Q20.3,FOXH1; ZIC3
ZIC3,OLI149,Transposition of the great arteries,Q20.3,FOXH1; ZIC3
TPO,OLI1490,Congenital hypothyroidism,E00.9,EYA1; TPO
EYA1,OLI1490,Congenital hypothyroidism,E00.9,EYA1; TPO
DUOX2,OLI1491,Congenital hypothyroidism,E00.9,DUOX2; PSMD2
PSMD2,OLI1491,Congenital hypothyroidism,E00.9,DUOX2; PSMD2
TBX1,OLI1492,Congenital hypothyroidism,E00.9,DUOXA2; TBX1
DUOXA2,OLI1492,Congenital hypothyroidism,E00.9,DUOXA2; TBX1
TG,OLI1493,Congenital hypothyroidism,E00.9,TG; TSHR
TSHR,OLI1493,Congenital hypothyroidism,E00.9,TG; TSHR
DUOX2,OLI1494,Congenital hypothyroidism,E00.9,DUOX2; TSHR
TSHR,OLI1494,Congenital hypothyroidism,E00.9,DUOX2; TSHR
SLC26A4,OLI1495,Congenital hypothyroidism,E00.9,SLC26A4; TSHR
TSHR,OLI1495,Congenital hypothyroidism,E00.9,SLC26A4; TSHR
DUOX2,OLI1496,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; GLIS3
DUOXA1,OLI1496,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; GLIS3
GLIS3,OLI1496,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; GLIS3
DUOXA1,OLI1497,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; JAG1
DUOX2,OLI1497,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; JAG1
JAG1,OLI1497,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; JAG1
JAG1,OLI1498,Congenital hypothyroidism,E00.9,DUOXA1; JAG1
DUOXA1,OLI1498,Congenital hypothyroidism,E00.9,DUOXA1; JAG1
NKX2-1,OLI1499,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TSHR
TSHR,OLI1499,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TSHR
DUOX2,OLI1499,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TSHR
CFC1,OLI150,Transposition of the great arteries,Q20.3,CFC1; NODAL
NODAL,OLI150,Transposition of the great arteries,Q20.3,CFC1; NODAL
NKX2-1,OLI1500,Congenital hypothyroidism,E00.9,NKX2-1; TG
TG,OLI1500,Congenital hypothyroidism,E00.9,NKX2-1; TG
DUOX2,OLI1501,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
TG,OLI1501,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
NKX2-1,OLI1501,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
TG,OLI1502,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
NKX2-1,OLI1502,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
DUOX2,OLI1502,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
DUOX2,OLI1503,Congenital hypothyroidism,E00.9,DUOX2; SHH; TG
SHH,OLI1503,Congenital hypothyroidism,E00.9,DUOX2; SHH; TG
TG,OLI1503,Congenital hypothyroidism,E00.9,DUOX2; SHH; TG
DUOX2,OLI1504,Congenital hypothyroidism,E00.9,DUOX2; HOXB3
HOXB3,OLI1504,Congenital hypothyroidism,E00.9,DUOX2; HOXB3
DUOXA2,OLI1505,Congenital hypothyroidism,E00.9,DUOXA2; HES1; TPO
HES1,OLI1505,Congenital hypothyroidism,E00.9,DUOXA2; HES1; TPO
TPO,OLI1505,Congenital hypothyroidism,E00.9,DUOXA2; HES1; TPO
NKX2-5,OLI1506,Congenital hypothyroidism,E00.9,NKX2-5; TG
TG,OLI1506,Congenital hypothyroidism,E00.9,NKX2-5; TG
PAX8,OLI1507,Congenital hypothyroidism,E00.9,GNAS; PAX8; TG
TG,OLI1507,Congenital hypothyroidism,E00.9,GNAS; PAX8; TG
GNAS,OLI1507,Congenital hypothyroidism,E00.9,GNAS; PAX8; TG
GPRC6A,OLI1508,"46,XY disorder of sex development",N.A.,DHH; GPRC6A
DHH,OLI1508,"46,XY disorder of sex development",N.A.,DHH; GPRC6A
WT1,OLI1509,"46,XY disorder of sex development",N.A.,ANOS1; WT1
ANOS1,OLI1509,"46,XY disorder of sex development",N.A.,ANOS1; WT1
NKX2-5,OLI151,Ventricular septal defect,N.A.,NKX2-5; ZIC3
ZIC3,OLI151,Ventricular septal defect,N.A.,NKX2-5; ZIC3
MAP3K1,OLI1510,"46,XY disorder of sex development",N.A.,CTU2; MAP3K1; NR5A1
NR5A1,OLI1510,"46,XY disorder of sex development",N.A.,CTU2; MAP3K1; NR5A1
CTU2,OLI1510,"46,XY disorder of sex development",N.A.,CTU2; MAP3K1; NR5A1
DHX37,OLI1511,"46,XY disorder of sex development",N.A.,CCDC141; DHX37; GLI2
CCDC141,OLI1511,"46,XY disorder of sex development",N.A.,CCDC141; DHX37; GLI2
GLI2,OLI1511,"46,XY disorder of sex development",N.A.,CCDC141; DHX37; GLI2
CCDC141,OLI1512,"46,XY disorder of sex development",N.A.,CCDC141; MYRF; TGIF1
MYRF,OLI1512,"46,XY disorder of sex development",N.A.,CCDC141; MYRF; TGIF1
TGIF1,OLI1512,"46,XY disorder of sex development",N.A.,CCDC141; MYRF; TGIF1
DHX37,OLI1513,"46,XY disorder of sex development",N.A.,CCDC141; DHX37; SLC29A3
CCDC141,OLI1513,"46,XY disorder of sex development",N.A.,CCDC141; DHX37; SLC29A3
SLC29A3,OLI1513,"46,XY disorder of sex development",N.A.,CCDC141; DHX37; SLC29A3
FGFR2,OLI1514,"46,XY disorder of sex development",N.A.,FANCD2; FGFR2
FANCD2,OLI1514,"46,XY disorder of sex development",N.A.,FANCD2; FGFR2
MAP3K1,OLI1515,"46,XY disorder of sex development",N.A.,MAP3K1; MYRF
MYRF,OLI1515,"46,XY disorder of sex development",N.A.,MAP3K1; MYRF
FLNA,OLI1516,"46,XY disorder of sex development",N.A.,FLNA; GLI3; NIPBL; PLXNA3; PROKR2; SLC29A3; SOX8
SOX8,OLI1516,"46,XY disorder of sex development",N.A.,FLNA; GLI3; NIPBL; PLXNA3; PROKR2; SLC29A3; SOX8
SLC29A3,OLI1516,"46,XY disorder of sex development",N.A.,FLNA; GLI3; NIPBL; PLXNA3; PROKR2; SLC29A3; SOX8
NIPBL,OLI1516,"46,XY disorder of sex development",N.A.,FLNA; GLI3; NIPBL; PLXNA3; PROKR2; SLC29A3; SOX8
PROKR2,OLI1516,"46,XY disorder of sex development",N.A.,FLNA; GLI3; NIPBL; PLXNA3; PROKR2; SLC29A3; SOX8
GLI3,OLI1516,"46,XY disorder of sex development",N.A.,FLNA; GLI3; NIPBL; PLXNA3; PROKR2; SLC29A3; SOX8
PLXNA3,OLI1516,"46,XY disorder of sex development",N.A.,FLNA; GLI3; NIPBL; PLXNA3; PROKR2; SLC29A3; SOX8
